ID.pts,long,lat,bio12,bio14,bio15,elevation,prop_cropland,prop_water,prop_urban,prop_grassland,prop_snow_ice,prop_treecover,prop_shrubland,NDVI.mean,NDVI.SD,bio1,Zooreg,RealmID,Realm_incomplete,Realm
178,-74.8399972,41.800416,1131,72,12,475,0,0.0070247,0.00634489,0.067754362,0,0.911851348,0,5929,2659,74,2,10,Nearctic,Nearctic
179,-109.81728,32.64469,386,7,64,2074,0,0,0,0,0,0.003834356,0.528885481,3228,1537,144,2,10,Nearctic,Nearctic
180,-109.48584,32.90633,355,8,60,1037,0.001528662,0,0,0,0,0.001019108,0.986242038,1987,619,155,2,10,Nearctic,Nearctic
181,-109.50211,32.88479,332,7,60,1067,0.003309572,0,0,0,0,0.00203666,0.981924644,1846,571,160,2,10,Nearctic,Nearctic
182,-109.8195,32.64024,386,7,64,2074,0,0,0,0,0,0.003841229,0.531113956,4028,1789,144,2,10,Nearctic,Nearctic
183,-109.87695,32.66383,416,7,66,2153,0.001280082,0,0,0.000512033,0,0.001792115,0.336149514,4494,1756,138,2,10,Nearctic,Nearctic
184,-109.81452,32.64843,386,7,64,2074,0,0,0,0,0,0.003832397,0.529892693,4017,1812,144,2,10,Nearctic,Nearctic
185,-105.01654,30.77684,299,6,85,1431,0,0,0,0,0,0.0171875,0.975520833,1704,366,155,1,10,Nearctic,Nearctic
186,-103.8057,29.56311,343,7,73,1294,0,0,0,0,0,0,0.993936198,1797,457,184,1,10,Nearctic,Nearctic
187,-109.49718,32.888,355,8,60,1037,0.003058884,0,0,0,0,0.002039256,0.983685955,1865,571,155,2,10,Nearctic,Nearctic
188,-109.87618,32.66114,416,7,66,2153,0.001279427,0,0,0.000511771,0,0.001791198,0.344165814,4462,1760,138,2,10,Nearctic,Nearctic
189,-109.49018,32.90515,355,8,60,1037,0.001784349,0,0,0,0,0.001019628,0.987509559,1970,608,155,2,10,Nearctic,Nearctic
190,-109.49009,32.9094,355,8,60,1037,0.001780264,0,0,0,0,0.001017294,0.985503561,1993,625,155,2,10,Nearctic,Nearctic
191,-109.81693,32.64891,386,7,64,2074,0,0,0,0,0,0.003834356,0.521728016,4042,1810,144,2,10,Nearctic,Nearctic
192,-71.058101,-39.733234,656,14,70,1072,0.030707923,0,0,0,0,0.042662916,0.611814346,3373,1246,86,4,2,Neotropical,Neotropical
193,-44.00389,-14.84917,882,1,94,491,0.073434757,0.044470451,0.005266238,0.003510825,0,0.456992393,0.180514921,6214,2214,240,5,2,Neotropical,Neotropical
194,-43.98027778,-14.84777778,829,0,95,483,0.078207381,0.05506737,0.004393673,0.003222027,0,0.474223784,0.164323374,6268,2204,244,5,2,Neotropical,Neotropical
195,-44.00778,-14.84944,882,1,94,491,0.072828312,0.041532612,0.005264697,0.003802281,0,0.45861363,0.179292191,6217,2211,240,5,2,Neotropical,Neotropical
196,-43.9806,-14.84903,829,0,95,483,0.077013177,0.055051245,0.004099561,0.003221083,0,0.475841874,0.163396779,6265,2207,244,5,2,Neotropical,Neotropical
197,-43.99459,-14.84909,829,0,95,483,0.075234192,0.050351288,0.004098361,0.003512881,0,0.460480094,0.178278689,6235,2210,244,5,2,Neotropical,Neotropical
198,-43.99967,-14.8492,829,0,95,483,0.075438596,0.047368421,0.005263158,0.003508772,0,0.456140351,0.180994152,6221,2212,244,5,2,Neotropical,Neotropical
199,-43.97833333,-14.84944444,829,0,95,483,0.075730994,0.05497076,0.004093567,0.003216374,0,0.479239766,0.160818713,6268,2207,244,5,2,Neotropical,Neotropical
200,-43.96709,-14.84772,829,0,95,483,0.065885798,0.057686676,0.00556369,0.002342606,0,0.472327965,0.156661786,6278,2202,244,5,2,Neotropical,Neotropical
201,-43.95122,-14.84984,829,0,95,451,0.054385965,0.058479532,0.005555556,0.002339181,0,0.47251462,0.137719298,6277,2202,244,5,2,Neotropical,Neotropical
202,-43.9883,-14.84853,829,0,95,483,0.0761347,0.052708638,0.004099561,0.003513909,0,0.464128843,0.172767204,6250,2208,244,5,2,Neotropical,Neotropical
203,-43.95567,-14.85752,829,0,95,451,0.054481547,0.057703574,0.004100762,0.002929115,0,0.490919742,0.130931459,6279,2213,244,5,2,Neotropical,Neotropical
204,-43.95896,-14.8501,829,0,95,483,0.057669789,0.057669789,0.005562061,0.00234192,0,0.476288056,0.146370023,6279,2205,244,5,2,Neotropical,Neotropical
205,-48.59536667,-25.67120278,2026,84,42,297,0.005457026,0,0,0.013096862,0,0.978171896,0,8012,1501,203,5,2,Neotropical,Neotropical
206,-38.682305,-9.73225,551,14,47,611,0.08733234,0,0,0.008345753,0,0.290014903,0.485543964,5677,1456,225,5,2,Neotropical,Neotropical
207,-38.29308,-9.48391,532,8,48,299,0.541492537,0.037910448,0.004477612,0.00238806,0,0.160597015,0.218208955,4354,1768,257,5,2,Neotropical,Neotropical
208,-38.305155,-9.330659,459,9,51,320,0.506419827,0.152284264,0.001194386,0.025082114,0,0.119737235,0.085697223,4172,2116,251,5,2,Neotropical,Neotropical
209,-38.633575,-9.8725117,606,18,39,646,0.038095238,0,0,0.028869048,0,0.650892857,0.208630952,6459,1460,229,5,2,Neotropical,Neotropical
210,-35.12,-6.7,1397,26,61,145,0.161658654,0,0,0.420372596,0,0.275540865,0.030649038,5575,2013,253,5,2,Neotropical,Neotropical
211,-35.09,-6.8,1397,26,61,59,0.218918919,0.004504505,0.007807808,0.391891892,0,0.241741742,0.031531532,5460,1966,253,5,2,Neotropical,Neotropical
212,-35.14,-6.74,1397,26,61,140,0.151051051,0,0.0003003,0.453753754,0,0.273573574,0.024024024,5520,2020,253,5,2,Neotropical,Neotropical
213,-35.18,-6.72,1099,18,62,170,0.094294294,0,0,0.599399399,0,0.206006006,0.01981982,5511,1983,253,5,2,Neotropical,Neotropical
214,-34.86,-7.06,1761,35,64,6,0.095709571,0.387638764,0.156915692,0.089108911,0,0.192919292,0.01650165,2172,4296,254,NA,NA,NA,Neotropical
215,-83.69,35.95,1245,73,14,290,0.01036781,0.0093804,0.013083189,0.63194273,0,0.230313503,0,6002,1779,139,2,10,Nearctic,Nearctic
216,-84.12,35.61,1391,81,15,285,0.005178792,0.09025894,0.005178792,0.502589396,0,0.327250308,0,6008,2278,140,2,10,Nearctic,Nearctic
217,-83.87,35.96,1272,74,14,271,0.010565111,0.015479115,0.247665848,0.378624079,0,0.18009828,0.0002457,5558,1923,142,2,10,Nearctic,Nearctic
218,-84.18,35.99,1356,80,15,281,0.01694083,0.057697029,0.129388657,0.384728701,0,0.285538915,0.000245519,5669,2027,139,2,10,Nearctic,Nearctic
219,-89.22,35.12,1377,79,19,159,0.08637379,0.000496401,0.000248201,0.019111442,0,0.819061802,0.005460412,6229,1779,154,2,10,Nearctic,Nearctic
220,13.433,55.6833,678,36,22,27,0.275921461,0.032208061,0.028935584,0.094557354,0,0.085256631,0,4004,3090,77,11,12,Palearctic,Palearctic
221,8.9772,9.8756,1317,1,100,1311,0.574702381,0.008630952,0.044642857,0,0,0.283333333,0.084821429,4387,1643,227,8,4,Afrotropical,Afrotropical
222,33.45,-10.86666667,795,1,113,1173,0.048751486,0,0,0.000891795,0,0.790725327,0.05529132,5385,1908,212,8,4,Afrotropical,Afrotropical
223,33.6616,-11.0686,768,1,111,1136,0.035311573,0.008605341,0.001186944,0.004747774,0,0.210089021,0.165578635,4532,2082,209,8,4,Afrotropical,Afrotropical
224,33.51666667,-10.9,851,1,108,1347,0.063020214,0,0,0.002378121,0,0.72235434,0.05529132,5228,1922,200,8,4,Afrotropical,Afrotropical
225,33.8,-10.58333333,1233,4,97,2344,0.004458977,0,0,0.832045184,0,0.062128419,0.10136742,5286,1837,153,8,4,Afrotropical,Afrotropical
226,33.78333333,-10.55,1233,4,97,2290,0.006242568,0,0,0.842449465,0,0.077288942,0.072235434,5352,1822,153,8,4,Afrotropical,Afrotropical
227,33.9,-10.66666667,1221,3,97,2340,0.032401902,0,0,0.763079667,0,0.079072533,0.116230678,5227,1986,152,8,4,Afrotropical,Afrotropical
228,35.88333333,-10.75,1224,1,106,938,0.002675386,0,0,0,0,0.837395957,0.079964328,5911,1852,219,8,4,Afrotropical,Afrotropical
229,33.86666667,-10.63333333,1267,4,95,2305,0.007728894,0,0,0.790428062,0,0.053804994,0.143579073,5281,1899,152,8,4,Afrotropical,Afrotropical
230,33.9797,-10.8763,1057,3,95,1068,0.074524941,0,0,0.173693587,0,0.358966746,0.043942993,5238,2013,192,8,4,Afrotropical,Afrotropical
231,33.66666667,-10.71666667,1128,3,98,1846,0.005945303,0,0,0.269322235,0,0.719381688,0.005350773,6160,1725,168,8,4,Afrotropical,Afrotropical
232,33.8,-10.56666667,1233,4,97,2344,0.007431629,0,0,0.832342449,0,0.067479191,0.09274673,5285,1824,153,8,4,Afrotropical,Afrotropical
233,33.8,-10.6,1233,4,97,2303,0.003864447,0,0,0.815992866,0,0.064209275,0.115933413,5301,1851,153,8,4,Afrotropical,Afrotropical
234,33.73333333,-10.18333333,1246,4,94,1117,0.159928656,0,0,0.022592152,0,0.603448276,0.066290131,5393,1937,201,8,4,Afrotropical,Afrotropical
235,33.73333333,-10.68333333,1128,3,98,2002,0.011593341,0,0,0.580856124,0,0.378121284,0.029429251,5758,1862,168,8,4,Afrotropical,Afrotropical
236,33.96666667,-10.73333333,1221,3,97,2212,0.113258026,0,0,0.465814507,0,0.321640904,0.076397146,5261,2178,152,8,4,Afrotropical,Afrotropical
237,33.6,-10.83333333,989,2,102,1669,0.051129608,0,0,0.00059453,0,0.850475624,0.012187872,5651,1765,189,8,4,Afrotropical,Afrotropical
238,33.58333333,-10.81666667,989,2,102,1448,0.058858502,0,0,0,0,0.833828775,0.003567182,5684,1721,189,8,4,Afrotropical,Afrotropical
239,33.56666667,-10.81666667,989,2,102,1448,0.067479191,0,0,0,0,0.801129608,0.004458977,5596,1735,189,8,4,Afrotropical,Afrotropical
240,33.63333333,-11.06666667,768,1,111,1136,0.038895487,0.008610451,0.000296912,0.006532067,0,0.326306413,0.14043943,4660,2093,209,8,4,Afrotropical,Afrotropical
241,33.51666667,-11.1,768,1,111,1187,0.051632047,0,0,0,0,0.632937685,0.210089021,5261,1998,209,8,4,Afrotropical,Afrotropical
242,33.6636,-11.2008,785,1,111,1126,0.072721876,0.008607896,0.000296824,0.000296824,0,0.063817156,0.07747106,4356,1997,208,8,4,Afrotropical,Afrotropical
243,35.3667,-14.2,1026,1,112,966,0.030258519,0,0.001762632,0,0,0.529964747,0.041715629,5323,2051,214,8,4,Afrotropical,Afrotropical
244,35.3667,-14.1833,1026,1,112,966,0.029394474,0,0.002057613,0,0,0.529394474,0.043209877,5367,2035,214,8,4,Afrotropical,Afrotropical
245,35.3167,-14,982,1,117,1388,0.040540541,0.001175088,0.003231492,0,0,0.53172738,0.048766157,5259,2070,226,8,4,Afrotropical,Afrotropical
246,35.2167,-14.6,864,3,112,417,0.078638498,0.630868545,0.000293427,0,0,0.048122066,0.012910798,736,3929,243,8,4,Afrotropical,Afrotropical
247,35.2333,-14.5,864,3,112,479,0.165590135,0.229594833,0.029066353,0,0,0.059600705,0.01879037,3640,3227,243,8,4,Afrotropical,Afrotropical
248,35.45,-14.4167,1008,2,111,926,0.015873016,0,0.000293945,0,0,0.491475603,0.024103469,5583,2006,218,8,4,Afrotropical,Afrotropical
249,35.35,-14.4,1008,2,111,852,0.072561692,0.050822562,0.007931845,0,0,0.380141011,0.020857814,4871,2668,218,8,4,Afrotropical,Afrotropical
250,35.45,-14.5833,968,3,111,845,0.014386377,0,0,0,0,0.672049325,0.014679977,5695,2025,230,8,4,Afrotropical,Afrotropical
251,35.0397,-15.8037,1145,6,98,1083,0.051513388,0.000582072,0.124854482,0,0,0.107974389,0.042491269,5099,1738,205,8,4,Afrotropical,Afrotropical
252,34.9576,-15.8802,994,6,95,865,0.021840419,0,0.015725102,0.001747234,0,0.196563774,0.018345952,5412,1740,229,8,4,Afrotropical,Afrotropical
253,35.0331,-15.9111,1250,8,90,1028,0.017186135,0,0.020390329,0,0,0.11214681,0.034080979,5384,1710,201,8,4,Afrotropical,Afrotropical
254,34.9536,-15.9111,994,6,95,865,0.014260768,0,0.000582072,0.001746217,0,0.197322468,0.015715949,5488,1751,229,8,4,Afrotropical,Afrotropical
255,34.0506,-18.4667,1783,31,85,953,0.051120046,0,0,0.000574383,0,0.815048823,0.000287191,6980,1843,192,8,4,Afrotropical,Afrotropical
256,34.0432,-18.4838,1783,31,85,953,0.039919586,0,0,0,0,0.816484779,0,6870,1822,192,8,4,Afrotropical,Afrotropical
257,34.047,-18.4391,1783,31,85,1449,0.058924978,0,0,0.005173901,0,0.83242311,0.001149756,6978,1902,192,8,4,Afrotropical,Afrotropical
258,28.9,-2.9667,1555,14,53,2490,0.272727273,0,0,0.000909091,0,0.278484848,0.001212121,5790,1954,188,7,4,Afrotropical,Afrotropical
259,28.8833,-2.9667,1555,14,53,2490,0.205819945,0,0,0.001515611,0,0.335253107,0.001818733,5749,2036,188,7,4,Afrotropical,Afrotropical
260,28.7333,-2.3167,1753,28,42,2311,0.157064888,0,0.002122498,0,0,0.463614312,0,6459,1855,157,7,4,Afrotropical,Afrotropical
261,28.812,-2.2395,1753,28,42,1747,0.268115942,0.094202899,0.002113527,0,0,0.22192029,0.000603865,6120,2193,157,7,4,Afrotropical,Afrotropical
262,20.9285,-0.1703,2079,133,18,351,0.022061046,0.020852221,0,0,0,0.407373829,0,7532,1347,253,7,4,Afrotropical,Afrotropical
263,20.8365,-0.3926,2078,131,18,345,0.177750907,0.032043531,0,0,0,0.411426844,0,7468,1402,253,7,4,Afrotropical,Afrotropical
264,13.1269,-5.6159,1125,1,80,261,0.455665765,0,0,0,0,0.453862338,0.007514277,5109,2819,250,7,4,Afrotropical,Afrotropical
265,36.335278,-0.8261,736,34,53,1885,0.078549849,0.326586103,0.000302115,0.051057402,0,0.009365559,0.450151057,3399,3343,167,8,4,Afrotropical,Afrotropical
266,36.3803,-0.0106,967,31,40,2345,0.688673531,0.009691096,0.000605694,0.003028468,0,0.229254997,0.051181102,6426,1083,138,8,4,Afrotropical,Afrotropical
267,36.3156,-0.814167,676,33,51,1916,0.087205794,0.347314424,0.0006035,0.034399517,0,0.012975256,0.429088715,3362,3525,164,8,4,Afrotropical,Afrotropical
268,36.37361,-0.0447,967,31,40,2399,0.688029021,0.024183797,0.000604595,0.003022975,0,0.214631197,0.052599758,6364,1084,138,8,4,Afrotropical,Afrotropical
269,36.283,0.48528,820,23,48,2059,0.201149425,0.000604961,0,0.003327284,0,0.461584997,0.106170599,6033,1080,182,8,4,Afrotropical,Afrotropical
270,36.4078,-0.8833,796,23,66,2109,0.041149773,0.032677761,0,0.165506808,0,0.007564297,0.726475038,4564,1860,165,8,4,Afrotropical,Afrotropical
271,36.42056,-0.7761,736,34,53,1938,0.13409846,0.268196919,0.01781939,0.150105708,0,0.044699487,0.166717004,4132,3109,167,8,4,Afrotropical,Afrotropical
272,36.41028,-0.89139,796,23,66,2109,0.031400966,0.014190821,0,0.156702899,0,0.007548309,0.769625604,4692,1616,165,8,4,Afrotropical,Afrotropical
273,36.6501,-0.7352,1237,48,56,2538,0.557302691,0.001209555,0,0,0,0.386452979,0.01330511,6874,1437,129,8,4,Afrotropical,Afrotropical
274,36.65027,-0.73528,1237,48,56,2538,0.556866304,0.001209921,0,0,0,0.386872353,0.013309135,6874,1437,129,8,4,Afrotropical,Afrotropical
275,36.487,-0.61083,799,32,44,2437,0.457616893,0,0,0.00361991,0,0.195173454,0.196983409,6424,1037,157,8,4,Afrotropical,Afrotropical
276,36.39972,-0.79694,736,34,53,1912,0.116060606,0.329090909,0.014848485,0.163636364,0,0.028181818,0.226060606,3428,3298,167,8,4,Afrotropical,Afrotropical
277,36.28278,-0.76917,676,33,51,1905,0.156476998,0.299636804,0.00090799,0.022094431,0,0.080508475,0.302966102,4086,3386,164,8,4,Afrotropical,Afrotropical
278,36.392,-0.885,796,23,66,2109,0.032970357,0.045977011,0,0.131578947,0,0.009376891,0.759830611,4597,1873,165,8,4,Afrotropical,Afrotropical
279,36.3989,-0.7067,736,34,53,1900,0.221450151,0.231722054,0.017522659,0.047129909,0,0.109969789,0.228096677,4578,3285,167,8,4,Afrotropical,Afrotropical
280,36.6417,-0.72528,1237,48,56,2538,0.594660194,0.001213592,0,0,0,0.354065534,0.016990291,6839,1391,129,8,4,Afrotropical,Afrotropical
281,36.5783,-0.82389,1237,48,56,2630,0.357897916,0,0,0.00936273,0,0.068861371,0.162790698,6134,1330,129,8,4,Afrotropical,Afrotropical
282,36.6825,-0.74972,1932,69,66,2564,0.422101449,0.001207729,0,0,0,0.541666667,0.009661836,7006,1663,130,8,4,Afrotropical,Afrotropical
283,36.3606,-0.06194,967,31,40,2399,0.71191052,0.025695284,0,0.001511487,0,0.19407497,0.051088271,6341,1125,138,8,4,Afrotropical,Afrotropical
284,36.3961,-0.0194,967,31,40,2345,0.656910078,0.01901026,0.0006035,0.003017502,0,0.242305371,0.057332529,6384,1075,138,8,4,Afrotropical,Afrotropical
285,36.4272,-0.1425,967,31,40,2342,0.704050786,0.084038694,0,0.00120919,0,0.146614268,0.04050786,6274,1231,138,8,4,Afrotropical,Afrotropical
286,36.4456,-0.07917,967,31,40,2413,0.601815431,0.067170953,0,0.002118003,0,0.223903177,0.052344932,6327,1185,138,8,4,Afrotropical,Afrotropical
287,36.3583,-0.0539,967,31,40,2399,0.710486552,0.021154427,0.000302206,0.002417649,0,0.201269266,0.049561801,6354,1119,138,8,4,Afrotropical,Afrotropical
288,36.4139,-0.0617,967,31,40,2343,0.645883777,0.04842615,0,0.001513317,0,0.2218523,0.058414044,6321,1085,138,8,4,Afrotropical,Afrotropical
289,36.25083,-0.4117,790,27,40,2156,0.353990326,0.070435308,0,0.038996372,0,0.26783555,0.206771463,5977,1696,163,8,4,Afrotropical,Afrotropical
290,36.62083,-0.689,1237,48,56,2553,0.623792271,0.000905797,0,0,0,0.308574879,0.036835749,6778,1317,129,8,4,Afrotropical,Afrotropical
291,36.64528,-0.78194,1237,48,56,2540,0.572551391,0.00120919,0,0,0,0.280834341,0.012394196,6771,1466,129,8,4,Afrotropical,Afrotropical
292,36.4092,-0.0028,967,31,40,2345,0.612854556,0.010259505,0.0006035,0.003922752,0,0.291792396,0.061858781,6385,1102,138,8,4,Afrotropical,Afrotropical
293,36.9559,0.0433,758,26,50,1787,0.020871143,0,0,0.051724138,0,0.117664852,0.789171204,5152,1229,172,8,4,Afrotropical,Afrotropical
294,36.8778,0.0061,758,26,50,1787,0.041137326,0,0,0.017241379,0,0.070477919,0.84815487,5457,1317,172,8,4,Afrotropical,Afrotropical
295,36.7851,0.0738,697,31,42,1895,0.001814333,0,0,0.017236166,0,0.025098276,0.941638948,5201,1180,168,8,4,Afrotropical,Afrotropical
296,36.8822,0.0318,758,26,50,1787,0.025083107,0,0,0.022363252,0,0.05197945,0.874282261,5362,1263,172,8,4,Afrotropical,Afrotropical
297,36.4046,0.5787,684,18,50,1908,0.079830662,0.000907167,0,0.000604778,0,0.354702147,0.331115815,6098,1100,172,8,4,Afrotropical,Afrotropical
298,36.3939,0.576,684,18,50,1908,0.088546389,0.000906618,0,0.000604412,0,0.364460562,0.297673013,6177,1073,172,8,4,Afrotropical,Afrotropical
299,36.2931,0.5017,693,22,45,1957,0.179758308,0.00060423,0,0.00060423,0,0.461329305,0.111782477,6088,1062,206,8,4,Afrotropical,Afrotropical
300,36.2848,0.504,693,22,45,1801,0.174070716,0.000604412,0,0.002115443,0,0.456331218,0.119069205,6045,1101,206,8,4,Afrotropical,Afrotropical
301,36.28472,0.504167,693,22,45,1801,0.17397882,0.000605144,0,0.002118003,0,0.455673222,0.119213313,6033,1109,206,8,4,Afrotropical,Afrotropical
302,36.67083,-0.7194,1932,69,66,2564,0.428743961,0.001207729,0,0,0,0.52807971,0.02294686,6936,1620,130,8,4,Afrotropical,Afrotropical
303,36.37139,-0.70278,736,34,53,1892,0.216354858,0.286964393,0.013277007,0.041641521,0,0.113458057,0.289680145,4349,3413,167,8,4,Afrotropical,Afrotropical
304,36.66583,-0.7433,1237,48,56,2538,0.488519637,0.001208459,0,0,0,0.461329305,0.012688822,6943,1543,129,8,4,Afrotropical,Afrotropical
305,36.284,-0.0403,1085,31,43,2481,0.751813785,0,0.000302297,0,0,0.233675937,0.00362757,6644,1223,137,8,4,Afrotropical,Afrotropical
306,36.491,-0.57361,799,32,44,2419,0.589906316,0,0,0,0,0.194318525,0.101843457,6548,933,157,8,4,Afrotropical,Afrotropical
307,36.3606,0.0619,889,30,42,2388,0.697217181,0,0.000604961,0.001512402,0,0.24137931,0.028735632,6705,1126,148,8,4,Afrotropical,Afrotropical
308,36.3802,0.0105,889,30,42,2346,0.689676052,0.000908265,0.00060551,0.003027551,0,0.243112322,0.047532546,6509,1090,148,8,4,Afrotropical,Afrotropical
309,36.3978,-0.8711,796,23,66,1989,0.049546828,0.079758308,0.000302115,0.166465257,0,0.00755287,0.66223565,4367,2213,165,8,4,Afrotropical,Afrotropical
310,36.4422,-0.8933,796,23,66,2198,0.020241692,0,0,0.208459215,0,0.006344411,0.722356495,4836,1389,165,8,4,Afrotropical,Afrotropical
311,36.42361,-0.0028,967,31,40,2365,0.579408213,0.011775362,0.000603865,0.003925121,0,0.315217391,0.064613527,6345,1102,138,8,4,Afrotropical,Afrotropical
312,30.4289,0.5061,1375,46,43,1415,0.058006042,0,0,0,0,0.887311178,0,8045,971,198,8,4,Afrotropical,Afrotropical
313,30.4277,0.5009,1375,46,43,1415,0.045055942,0,0,0,0,0.88751134,0,8038,973,198,8,4,Afrotropical,Afrotropical
314,30.4261,0.5011,1375,46,43,1415,0.043176329,0,0,0,0,0.888586957,0,8042,972,198,8,4,Afrotropical,Afrotropical
315,30.4231,0.5042,1375,46,43,1415,0.041402236,0,0,0,0,0.89453007,0,8057,967,198,8,4,Afrotropical,Afrotropical
316,30.3806,0.3587,1193,42,41,1233,0.224106602,0,0,0.00090854,0,0.443670503,0,7684,1048,210,8,4,Afrotropical,Afrotropical
317,30.1615,-0.2641,1057,32,39,1301,0.049076038,0.035746743,0,0.04453196,0,0.37443199,0,7236,1310,220,8,4,Afrotropical,Afrotropical
318,30.3667,0.35,1193,42,41,1234,0.1875,0.000303398,0,0,0,0.464805825,0,7676,1038,210,8,4,Afrotropical,Afrotropical
319,30.388,0.3595,1193,42,41,1233,0.253704264,0,0,0.001209555,0,0.442697309,0,7675,1052,210,8,4,Afrotropical,Afrotropical
320,30.1538,-0.2649,1057,32,39,1301,0.052567976,0.035951662,0.000302115,0.064048338,0,0.343202417,0,7225,1293,220,8,4,Afrotropical,Afrotropical
321,30.1524,-0.2636,1057,32,39,1301,0.053587648,0.036633364,0.00060551,0.072661217,0,0.332425068,0,7209,1297,220,8,4,Afrotropical,Afrotropical
322,36.3735,0.0445,889,30,42,2388,0.679855029,0,0.000604047,0.001510118,0,0.26064633,0.037752945,6644,1128,148,8,4,Afrotropical,Afrotropical
323,36.2509,0.4118,820,23,48,1964,0.325876663,0.000604595,0,0.003022975,0,0.397823458,0.069830713,6054,1161,182,8,4,Afrotropical,Afrotropical
324,-87.760704,41.746465,929,36,28,189,0.02338252,0.001362089,0.886492622,0.016799092,0,0.048808173,0.000227015,3090,2104,100,2,10,Nearctic,Nearctic
325,-73.25889,41.145,1162,82,8,18,0.000457771,0.437170977,0.238269627,0.032730602,0,0.191348135,0.000915541,1848,4695,106,2,10,Nearctic,Nearctic
326,-88.7804725,41.8392575,928,30,33,268,0.010896708,0,0.02292849,0.005221339,0,0.000908059,0,3483,2948,86,2,10,Nearctic,Nearctic
327,-88.54444867,40.31260067,957,43,25,227,0.001624507,0,0.000696217,0.002088652,0,0.000464145,0,3559,2823,107,2,10,Nearctic,Nearctic
328,-86.75175926,39.06638889,1123,64,20,216,0.003069658,0,0.000236128,0.132939787,0,0.858323495,0,5786,2501,117,2,10,Nearctic,Nearctic
329,-89.71083,30.4025,1547,73,17,16,0.001569859,0.009942439,0.011512297,0.070381999,0,0.035060178,0.018315018,6512,1778,193,2,10,Nearctic,Nearctic
330,-87.84833,31.13,1598,77,18,14,0,0.022857143,0,0.006233766,0,0.002597403,0.004415584,6777,1910,190,2,10,Nearctic,Nearctic
331,-85.34944,42.32667,909,40,23,257,0.0143982,0.031721035,0.031721035,0.0143982,0,0.580652418,0,4589,2949,89,2,10,Nearctic,Nearctic
332,-88.812,33.474,1412,84,21,102,0.014672401,0,0.031621553,0.506197824,0,0.056159879,0.006071338,6152,1612,167,2,10,Nearctic,Nearctic
333,-91.0374,37.12555,1147,63,17,261,0.000726392,0,0,0.027602906,0,0.963196126,0.004116223,6601,2009,130,2,10,Nearctic,Nearctic
334,-75.88861,41.24472,1019,61,18,189,0.013962005,0.021515221,0.169375143,0.017853056,0,0.688944839,0.000915541,5518,2356,87,2,10,Nearctic,Nearctic
335,-90.5625,38.52472,986,50,19,180,0.037354271,0.003093029,0.208422555,0.086366881,0,0.514632405,0.000713776,5650,2109,125,2,10,Nearctic,Nearctic
336,-75.486,39.984,1130,76,11,111,0.011178388,0.006986493,0.145551933,0.372612948,0,0.212389381,0.000931532,5824,2098,119,2,10,Nearctic,Nearctic
337,46.2426,38.89654,374,14,47,859,0.041794569,0,0.003541913,0.106965762,0,0.087367178,0.274380165,2861,1538,115,9,12,Palearctic,Palearctic
338,46.24,38.9,374,14,47,859,0.041202936,0,0.003551977,0.113663273,0,0.086668245,0.268529481,2893,1573,115,9,12,Palearctic,Palearctic
339,46.2738,39.06573,477,22,48,2336,0.023831996,0,0,0.3553563,0,0.161632846,0.043180746,3816,2576,58,9,12,Palearctic,Palearctic
340,46.27,39.07,477,22,48,2336,0.023596036,0,0,0.362435111,0,0.159745163,0.041764983,3802,2589,58,9,12,Palearctic,Palearctic
341,46.15871,39.44596,521,22,46,1697,0.165651359,0.003045923,0,0.053655108,0,0.476804124,0.088800375,3665,2215,65,9,12,Palearctic,Palearctic
342,46.229293,39.483615,545,23,45,2036,0.250234742,0.003051643,0,0.068544601,0,0.329577465,0.059389671,3824,2225,78,9,12,Palearctic,Palearctic
343,46.04,39.55,539,22,47,1784,0.255633803,0.012441315,0.003051643,0.008685446,0,0.529342723,0.031455399,3122,2118,54,9,12,Palearctic,Palearctic
344,46.04262,39.55486,539,22,47,1914,0.246954077,0.012417994,0.003045923,0.014761012,0,0.522961575,0.032567948,3105,2142,54,9,12,Palearctic,Palearctic
345,45.76,39.68,518,22,45,2140,0.11821161,0.022705993,0,0.10744382,0,0.591292135,0.003043071,2968,2822,42,9,12,Palearctic,Palearctic
346,44.305979,40.104868,289,11,41,838,0.571594607,0.00255695,0.158995816,0.0004649,0,0.025569503,0.007670851,3845,1345,124,9,12,Palearctic,Palearctic
347,44.47543,40.20616,347,18,43,1021,0.360027855,0.00185701,0.394382544,0,0,0.080083565,0,3261,1416,104,9,12,Palearctic,Palearctic
348,43.82778,40.2565,366,18,41,1126,0.400510204,0,0.009276438,0.003710575,0,0.130565863,0,2878,1108,92,9,12,Palearctic,Palearctic
349,44.79051,40.27188,459,19,46,1918,0.169180784,0,0.010443258,0.14365282,0,0.427709445,0.015084706,3018,2619,57,9,12,Palearctic,Palearctic
350,44.89584,40.27673,577,24,44,3077,0.087288724,0,0,0.578374624,0,0.219263718,0.005788377,2617,2977,7,9,12,Palearctic,Palearctic
351,44.692698,40.37033,500,20,48,1931,0.273021749,0,0.024757057,0.002082369,0,0.453031004,0.008560851,3351,2206,52,9,12,Palearctic,Palearctic
352,44.69268,40.37033,500,20,48,1931,0.273084934,0,0.024762786,0.002082851,0,0.45290442,0.008562833,3351,2206,52,9,12,Palearctic,Palearctic
