"","Species","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","Bodymass","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","Diet.5Cat","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO"
"12","Accipiter tachiro","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",381,0,0,20,20,20,20,20,0,"VertFishScav",10,70,20,0,0,0,0,0,0,0
"13","Aceros waldeni","Nonpasseriformes","Bucerotiformes","Bucerotidae","Hornbills",1748.8,0,0,10,0,0,90,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"14","Acridotheres tristis","Passeriformes","Passeriformes","Sturnidae","Starlings",116.43,0,0,70,20,10,0,0,0,"Omnivore",40,10,10,10,0,0,10,10,10,0
"15","Acrocephalus arundinaceus","Passeriformes","Passeriformes","Sylviidae","Old World warblers",30,0,20,20,60,0,0,0,0,"Invertebrate",70,0,20,0,0,0,10,0,0,0
"16","Acrocephalus baeticatus","Passeriformes","Passeriformes","Sylviidae","Old World warblers",10.2,0,0,20,80,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"17","Acrocephalus mendanae","Passeriformes","Passeriformes","Sylviidae","Old World warblers",31.21,0,0,50,50,0,0,0,0,"Invertebrate",60,0,10,0,0,0,10,10,10,0
"18","Acrocephalus palustris","Passeriformes","Passeriformes","Sylviidae","Old World warblers",11.5,0,0,0,50,50,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"19","Acrocephalus rimatarae","Passeriformes","Passeriformes","Sylviidae","Old World warblers",26.5,0,0,20,30,20,30,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"20","Acrocephalus schoenobaenus","Passeriformes","Passeriformes","Sylviidae","Old World warblers",11.83,0,0,20,60,20,0,0,0,"Invertebrate",70,0,0,0,0,0,10,0,10,10
"21","Acrocephalus scirpaceus","Passeriformes","Passeriformes","Sylviidae","Old World warblers",12.3,0,0,20,80,0,0,0,0,"Invertebrate",70,0,0,0,0,0,10,0,10,10
"22","Actenoides lindsayi","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",92.84,0,0,80,20,0,0,0,0,"Invertebrate",80,0,0,0,20,0,0,0,0,0
"23","Actitis hypoleucos","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",48,0,50,50,0,0,0,0,0,"Omnivore",50,0,20,20,0,0,0,0,0,10
"24","Adelomyia melanogenys","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.93,0,0,0,70,30,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"25","Aegithalos caudatus","Passeriformes","Passeriformes","Aegithalidae","Long-tailed Tits",8.6,0,0,10,40,10,40,0,0,"Invertebrate",60,0,0,0,0,0,10,10,10,10
"26","Aegolius acadicus","Nonpasseriformes","Strigiformes","Strigidae","Owls",100.69,0,0,90,10,0,0,0,0,"VertFishScav",20,80,0,0,0,0,0,0,0,0
"27","Aegotheles bennettii","Nonpasseriformes","Apodiformes","Aegothelidae","Owlet-nightjars",60,0,0,60,10,10,10,10,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"28","Agapornis fischeri","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",48.3,0,0,50,50,0,0,0,0,"PlantSeed",0,0,0,0,0,0,20,0,80,0
"29","Agelaioides badius","Passeriformes","Passeriformes","Icteridae","New World blackbirds",45.25,0,0,50,30,20,0,0,0,"Invertebrate",60,0,0,0,0,0,0,0,40,0
"30","Agelaius phoeniceus","Passeriformes","Passeriformes","Icteridae","New World blackbirds",50.78,0,0,90,10,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"31","Aglaiocercus kingi","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.84,0,0,0,0,30,60,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"32","Agriornis lividus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",99.1,0,0,100,0,0,0,0,0,"VertFishScav",40,30,30,0,0,0,0,0,0,0
"33","Ailuroedus buccoides","Passeriformes","Passeriformes","Ptilonorhynchidae","Bowerbirds",138,0,0,20,20,40,20,0,0,"Omnivore",40,10,10,0,0,0,40,0,0,0
"34","Ailuroedus melanotis","Passeriformes","Passeriformes","Ptilonorhynchidae","Bowerbirds",176.89,0,0,20,20,40,20,0,0,"FruiNect",10,10,0,0,0,0,60,10,0,10
"35","Aimophila rufescens","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",34.3,0,0,100,0,0,0,0,0,"Invertebrate",60,0,0,0,0,0,0,0,40,0
"36","Alauda arvensis","Passeriformes","Passeriformes","Alaudidae","Larks",37.31,0,0,100,0,0,0,0,0,"PlantSeed",40,0,0,0,0,0,0,0,40,20
"37","Alcedo atthis","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",31.09,100,0,0,0,0,0,0,0,"VertFishScav",30,0,0,70,0,0,0,0,0,0
"38","Alcedo azurea","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",34.9,70,10,10,10,0,0,0,0,"VertFishScav",20,0,0,80,0,0,0,0,0,0
"39","Alcedo cristata","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",15.7,60,20,10,10,0,0,0,0,"VertFishScav",40,0,30,30,0,0,0,0,0,0
"40","Alcedo euryzona","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",43.08,70,0,30,0,0,0,0,0,"VertFishScav",30,0,10,60,0,0,0,0,0,0
"41","Alcedo leucogaster","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",14.5,40,20,40,0,0,0,0,0,"Omnivore",50,0,0,50,0,0,0,0,0,0
"42","Alcedo pusilla","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",13.3,80,20,0,0,0,0,0,0,"Invertebrate",60,0,0,40,0,0,0,0,0,0
"43","Alcedo quadribrachys","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",34.9,100,0,0,0,0,0,0,0,"VertFishScav",20,0,0,80,0,0,0,0,0,0
"44","Alcippe brunneicauda","Passeriformes","Passeriformes","Timaliidae","Babblers and parrotbills",14.3,0,0,0,20,80,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"45","Alectoris chukar","Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",502.1,0,0,100,0,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,10,70
"46","Alectoris rufa","Nonpasseriformes","Galliformes","Phasianidae","Grouse, pheasants and partridges",527.86,0,0,100,0,0,0,0,0,"PlantSeed",10,0,0,0,0,0,10,0,20,60
"47","Alethe diademata","Passeriformes","Passeriformes","Turdidae","Thrushes",31.54,0,0,50,50,0,0,0,0,"Invertebrate",80,0,20,0,0,0,0,0,0,0
"48","Alethe fuelleborni","Passeriformes","Passeriformes","Turdidae","Thrushes",52,0,0,60,20,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"49","Alethe poliocephala","Passeriformes","Passeriformes","Turdidae","Thrushes",32.37,0,0,60,30,10,0,0,0,"Invertebrate",80,0,20,0,0,0,0,0,0,0
"50","Alethe poliophrys","Passeriformes","Passeriformes","Turdidae","Thrushes",35.2,0,0,60,20,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"51","Alophoixus bres","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",35.31,0,0,0,50,50,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"52","Amalocichla incerta","Passeriformes","Passeriformes","Petroicidae","Australasian robins",32.7,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"53","Amandava subflava","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",7.44,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,60,20
"54","Amaurospiza moesta","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",13.6,0,0,70,30,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,40,40
"55","Amazilia beryllina","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.5,0,0,0,30,40,30,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"56","Amazilia cyanocephala","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",5.1,0,0,0,20,50,20,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"57","Amazilia fimbriata","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.9,0,0,0,80,20,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"58","Amazilia lactea","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.6,0,0,0,30,30,30,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"59","Amazilia rutila","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",5.24,0,0,0,20,70,10,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"60","Amazilia tzacatl","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.79,0,0,0,30,30,30,10,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"61","Amazilia versicolor","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",4.1,0,0,0,30,40,30,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"62","Amazona mercenaria","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",340,0,0,10,20,40,30,0,0,"FruiNect",0,0,0,0,0,0,60,0,30,10
"63","Amazonetta brasiliensis","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",499.99,0,20,80,0,0,0,0,0,"Omnivore",20,0,0,0,0,0,40,0,0,40
"64","Amblycercus holosericeus","Passeriformes","Passeriformes","Icteridae","New World blackbirds",70.42,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"65","Amblyospiza albifrons","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",41.59,0,0,0,30,70,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"66","Ammodramus humeralis","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",15.99,0,0,60,30,10,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"67","Ammodramus leconteii","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",13,0,0,80,20,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"68","Ammodramus savannarum","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",17.61,0,0,80,20,0,0,0,0,"Invertebrate",60,0,0,0,0,0,0,0,40,0
"69","Ampelion rubrocristatus","Passeriformes","Passeriformes","Cotingidae","Cotingas",66.29,0,0,0,50,50,0,0,0,"FruiNect",10,0,0,0,0,0,90,0,0,0
"70","Ampelion rufaxilla","Passeriformes","Passeriformes","Cotingidae","Cotingas",73.9,0,0,0,50,50,0,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"71","Amphispiza bilineata","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",13.5,0,0,100,0,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"72","Anabacerthia amaurotis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",19.2,0,0,20,60,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"73","Anabacerthia striaticollis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",24.8,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"74","Anabazenops fuscus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",39,0,0,10,20,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"75","Anairetes parulus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",6.2,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"76","Anaplectes rubriceps","Passeriformes","Passeriformes","Ploceidae","Weavers and allies",22.57,0,0,80,20,0,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"77","Anas acuta","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",944.62,0,70,30,0,0,0,0,0,"PlantSeed",20,0,0,0,10,0,0,0,20,50
"78","Andropadus curvirostris","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",24.9,0,0,0,20,80,0,0,0,"Omnivore",20,0,0,0,0,0,50,0,30,0
"79","Andropadus gracilirostris","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",31.24,0,0,0,0,70,30,0,0,"FruiNect",20,0,0,0,0,0,60,0,20,0
"80","Andropadus importunus","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",27.4,0,0,10,10,20,60,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"81","Andropadus latirostris","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",26.2,0,0,33,33,33,0,0,0,"Omnivore",30,0,20,0,0,0,50,0,0,0
"82","Andropadus milanjensis","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",37.38,0,0,0,20,60,20,0,0,"Omnivore",30,0,10,0,0,0,40,0,20,0
"83","Andropadus nigriceps","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",32.8,0,0,20,20,30,20,10,0,"FruiNect",30,0,0,0,0,0,60,0,0,10
"84","Andropadus tephrolaemus","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",38.3,0,0,0,33,33,33,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"85","Andropadus virens","Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",26.56,0,0,30,30,40,0,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"86","Anhima cornuta","Nonpasseriformes","Anseriformes","Anhimidae","Screamers",3150,0,40,60,0,0,0,0,0,"PlantSeed",10,0,0,0,0,0,0,0,0,90
"87","Anhinga anhinga","Nonpasseriformes","Suliformes","Anhingidae","Anhingas",1235,100,0,0,0,0,0,0,0,"VertFishScav",20,0,20,60,0,0,0,0,0,0
"88","Anisognathus lacrymosus","Passeriformes","Passeriformes","Thraupidae","Tanagers",31,0,0,0,60,30,10,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"89","Anisognathus somptuosus","Passeriformes","Passeriformes","Thraupidae","Tanagers",44,0,0,0,30,50,20,0,0,"Omnivore",10,0,0,0,0,0,50,0,40,0
"90","Anopetia gounellei","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",3,0,0,0,100,0,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"91","Anthornis melanura","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",26.91,0,0,0,40,60,0,0,0,"FruiNect",20,0,0,0,0,0,20,60,0,0
"92","Anthoscopus parvulus","Passeriformes","Passeriformes","Remizidae","Penduline-tits",5.8,0,0,0,0,60,40,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"93","Anthreptes collaris","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",6.98,0,0,0,50,30,20,0,0,"Invertebrate",60,0,0,0,0,0,20,0,20,0
"94","Anthreptes fraseri","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",11.31,0,0,0,20,40,40,0,0,"Invertebrate",80,0,0,0,0,0,10,10,0,0
"95","Anthreptes platurus","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",6.7,0,0,0,50,50,0,0,0,"Omnivore",30,0,0,0,0,0,0,40,0,30
"96","Anthus hellmayri","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",18.61,0,0,90,10,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"97","Anthus hodgsoni","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",21.3,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"98","Anthus leucophrys","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",24.98,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"99","Anthus lineiventris","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",35,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"100","Anthus novaeseelandiae","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",24.07,0,0,100,0,0,0,0,0,"Invertebrate",70,0,0,0,0,0,0,0,30,0
"101","Anthus rubescens","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",20.68,0,0,90,10,0,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"102","Anthus similis","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",25.3,0,0,33,33,33,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"103","Anthus spinoletta","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",23.9,0,0,80,20,0,0,0,0,"Invertebrate",70,0,0,0,0,0,10,0,10,10
"104","Anthus trivialis","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",23.33,0,0,100,0,0,0,0,0,"Invertebrate",60,0,0,0,0,0,10,10,10,10
"105","Antilophia bokermanni","Passeriformes","Passeriformes","Pipridae","Manakins",19.8,0,0,0,50,50,0,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"106","Antilophia galeata","Passeriformes","Passeriformes","Pipridae","Manakins",21.48,0,0,0,50,50,0,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"107","Anurolimnas viridis","Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",64.34,0,0,100,0,0,0,0,0,"Invertebrate",60,0,0,0,0,0,0,0,40,0
"108","Apalis binotata","Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",8.2,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"109","Apalis cinerea","Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",9.88,0,0,0,20,20,60,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"110","Apalis flavida","Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",8.19,0,0,0,0,20,80,0,0,"Invertebrate",80,0,0,0,0,0,10,10,0,0
"111","Apalis porphyrolaema","Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",8.39,0,0,0,0,30,70,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"112","Apalis rufogularis","Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",8.34,0,0,0,0,0,100,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"113","Apalis thoracica","Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",11.08,0,0,0,20,40,40,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"114","Apaloderma narina","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",67.69,0,0,0,30,70,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"115","Apaloderma vittatum","Nonpasseriformes","Trogoniformes","Trogonidae","Trogons",55,0,0,10,0,50,40,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"116","Aphantochroa cirrochloris","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",7.7,0,0,0,80,20,0,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"117","Aphrastura spinicauda","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",11.5,0,0,10,30,30,30,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"118","Aplonis panayensis","Passeriformes","Passeriformes","Sturnidae","Starlings",56.2,0,0,10,30,30,30,0,0,"FruiNect",20,0,0,0,0,0,60,20,0,0
"119","Aplonis striata","Passeriformes","Passeriformes","Sturnidae","Starlings",54.2,0,0,10,30,30,30,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"120","Apteryx australis","Nonpasseriformes","Apterygiformes","Apterygidae","Kiwis",2320.51,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,0,10
"121","Apteryx haastii","Nonpasseriformes","Apterygiformes","Apterygidae","Kiwis",2022.68,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"122","Apus apus","Nonpasseriformes","Apodiformes","Apodidae","Swifts",37.6,0,0,0,0,0,0,100,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"123","Apus pallidus","Nonpasseriformes","Apodiformes","Apodidae","Swifts",41.9,0,0,0,0,0,0,100,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"124","Aquila wahlbergi","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",639.99,0,0,80,10,10,0,0,0,"VertFishScav",10,20,70,0,0,0,0,0,0,0
"125","Arachnothera longirostra","Passeriformes","Passeriformes","Nectariniidae","Sunbirds",12.46,0,0,0,80,20,0,0,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"126","Aramides cajanea","Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",397,0,50,50,0,0,0,0,0,"Omnivore",50,0,20,0,0,0,10,0,10,10
"127","Aratinga aurea","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",84.62,0,0,70,30,0,0,0,0,"PlantSeed",10,0,0,0,0,0,30,0,30,30
"128","Aratinga cactorum","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",139.26,0,0,0,50,50,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,30,70
"129","Aratinga jandaya","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",89.4,0,0,0,33,33,33,0,0,"FruiNect",0,0,0,0,0,0,80,0,20,0
"130","Aratinga leucophthalma","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",158,0,0,20,20,40,20,0,0,"PlantSeed",10,0,0,0,0,0,30,0,30,30
"131","Aratinga pertinax","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",83.99,0,0,0,50,50,0,0,0,"PlantSeed",0,0,0,0,0,0,40,0,40,20
"132","Ardea cocoi","Nonpasseriformes","Pelecaniformes","Ardeidae","Herons and egrets",1752.44,0,100,0,0,0,0,0,0,"VertFishScav",30,0,30,40,0,0,0,0,0,0
"133","Arenaria interpres","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",135.98,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,0,20
"134","Arremon aurantiirostris","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",34.5,0,0,60,40,0,0,0,0,"Omnivore",30,0,0,0,0,0,40,0,30,0
"135","Arremon brunneinucha","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",43.97,0,0,30,60,10,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"136","Arremon flavirostris","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",26.13,0,0,80,20,0,0,0,0,"Omnivore",30,0,0,0,0,0,40,0,30,0
"137","Arremon taciturnus","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",24.8,0,0,50,50,0,0,0,0,"Omnivore",30,0,0,0,0,0,40,0,30,0
"138","Arremon torquatus","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",41.96,0,0,0,50,50,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"139","Arremon virenticeps","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",41,0,0,40,40,20,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"140","Arremonops conirostris","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",35.89,0,0,70,20,10,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"141","Arses kaupi","Passeriformes","Passeriformes","Monarchidae","Monarchs",13.5,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"142","Arses telescophthalmus","Passeriformes","Passeriformes","Monarchidae","Monarchs",15.26,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"143","Artamus leucorynchus","Passeriformes","Passeriformes","Artamidae","Woodswallows",41.69,0,0,0,0,0,0,100,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"144","Arundinicola leucocephala","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",13.8,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"145","Asthenes arequipae","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",20,0,0,80,20,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"146","Asthenes baeri","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",17.8,0,0,30,70,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"147","Asthenes pudibunda","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",14.86,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"148","Asthenes pyrrholeuca","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",13.2,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"149","Athene noctua","Nonpasseriformes","Strigiformes","Strigidae","Owls",168.92,0,0,80,10,10,0,0,0,"Invertebrate",70,20,10,0,0,0,0,0,0,0
"150","Atlapetes albinucha","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",33.84,0,0,80,20,0,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"151","Atlapetes pileatus","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",24,0,0,70,30,0,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"152","Atlapetes rufinucha","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",21.54,0,0,60,40,0,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"153","Attila cinnamomeus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",38.8,0,0,0,20,60,20,0,0,"Omnivore",40,0,30,0,0,0,30,0,0,0
"154","Attila phoenicurus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",32.3,0,0,0,33,33,33,0,0,"Invertebrate",70,0,10,0,0,0,20,0,0,0
"155","Attila rufus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",42.6,0,0,25,25,25,25,0,0,"Invertebrate",60,0,20,0,0,0,20,0,0,0
"156","Attila spadiceus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",39.1,0,0,10,10,40,40,0,0,"Omnivore",50,0,30,0,0,0,10,0,10,0
"157","Aulacorhynchus prasinus","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",170.56,0,0,0,0,60,40,0,0,"Omnivore",30,0,0,0,10,0,50,0,0,10
"158","Automolus infuscatus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",32.9,0,0,0,80,20,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"159","Automolus leucophthalmus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",34.5,0,0,0,80,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"160","Automolus melanopezus","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",31.4,0,0,0,80,20,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
