"","Species","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","Bodymass","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","Diet.5Cat","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO"
"938","Lepidocolaptes angustirostris","Passeriformes","Passeriformes","Dendrocolaptidae","Woodcreepers",29.59,0,0,0,40,60,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"939","Lepidocolaptes falcinellus","Passeriformes","Passeriformes","Dendrocolaptidae","Woodcreepers",27.92,0,0,0,0,50,50,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"940","Lepidocolaptes squamatus","Passeriformes","Passeriformes","Dendrocolaptidae","Woodcreepers",28.1,0,0,0,0,50,50,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"941","Lepidothrix coronata","Passeriformes","Passeriformes","Pipridae","Manakins",8.34,0,0,0,50,50,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"942","Lepidothrix iris","Passeriformes","Passeriformes","Pipridae","Manakins",8,0,0,0,50,50,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"943","Lepidothrix isidorei","Passeriformes","Passeriformes","Pipridae","Manakins",7.8,0,0,0,50,50,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"944","Lepidothrix nattereri","Passeriformes","Passeriformes","Pipridae","Manakins",8.39,0,0,0,50,50,0,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"945","Lepidothrix serena","Passeriformes","Passeriformes","Pipridae","Manakins",11.4,0,0,0,70,30,0,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"946","Lepidothrix vilasboasi","Passeriformes","Passeriformes","Pipridae","Manakins",6,0,0,0,50,50,0,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"947","Leptasthenura aegithaloides","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",10.72,0,0,0,33,33,33,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"948","Leptasthenura platensis","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",10.6,0,0,0,33,33,33,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"949","Leptopogon amaurocephalus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.7,0,0,0,50,50,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"950","Leptopogon rufipectus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",13.4,0,0,0,0,100,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"951","Leptopogon superciliaris","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.7,0,0,0,0,100,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"952","Leptopogon taczanowskii","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.5,0,0,0,100,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"953","Leptotila cassini","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",159,0,0,100,0,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,80,0
"954","Leptotila rufaxilla","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",157,0,0,100,0,0,0,0,0,"PlantSeed",10,0,0,0,0,0,10,0,80,0
"955","Leptotila verreauxi","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",146.88,0,0,100,0,0,0,0,0,"PlantSeed",20,0,0,0,0,0,20,0,60,0
"956","Leucochloris albicollis","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",6.3,0,0,0,30,60,10,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"957","Leucopternis albicollis","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",703.7,0,0,100,0,0,0,0,0,"VertFishScav",20,30,30,20,0,0,0,0,0,0
"958","Leucopternis kuhli","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",352.09,0,0,20,60,20,0,0,0,"VertFishScav",0,0,100,0,0,0,0,0,0,0
"959","Leucopternis melanops","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",312,0,0,50,20,30,0,0,0,"VertFishScav",0,0,100,0,0,0,0,0,0,0
"960","Lichenostomus chrysops","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",17.3,0,0,10,20,30,40,0,0,"FruiNect",20,0,0,0,0,0,20,40,20,0
"961","Lichenostomus frenatus","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",34.11,0,0,0,20,60,20,0,0,"FruiNect",40,0,0,0,0,0,30,30,0,0
"962","Lichenostomus hindwoodi","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",22.89,0,0,0,20,20,50,10,0,"FruiNect",20,0,0,0,0,0,30,40,0,10
"963","Lichenostomus versicolor","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",36.65,0,0,0,50,50,0,0,0,"Omnivore",50,0,0,0,0,0,0,50,0,0
"964","Lichmera incana","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",13.1,0,0,0,60,30,10,0,0,"FruiNect",20,0,0,0,0,0,20,60,0,0
"965","Lichmera indistincta","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",11.18,0,0,0,30,70,0,0,0,"FruiNect",30,0,0,0,0,0,0,70,0,0
"966","Limnothlypis swainsonii","Passeriformes","Passeriformes","Parulidae","New World warblers",18.9,0,0,50,50,0,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"967","Limosa lapponica","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",291.65,0,50,50,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"968","Limosa limosa","Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",288.37,0,50,50,0,0,0,0,0,"Invertebrate",60,0,10,10,0,0,10,0,10,0
"969","Lipaugus vociferans","Passeriformes","Passeriformes","Cotingidae","Cotingas",75.42,0,0,0,50,50,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"970","Lochmias nematura","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",22,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"971","Locustella fluviatilis","Passeriformes","Passeriformes","Sylviidae","Old World warblers",16.1,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"972","Locustella naevia","Passeriformes","Passeriformes","Sylviidae","Old World warblers",13.3,0,0,40,60,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"973","Lonchura bicolor","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",9.9,0,0,50,50,0,0,0,0,"PlantSeed",10,0,0,0,0,0,10,0,60,20
"974","Lonchura castaneothorax","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",13.6,0,0,50,50,0,0,0,0,"PlantSeed",10,0,0,0,0,10,0,0,70,10
"975","Lonchura cucullata","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",8.99,0,0,60,40,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,20,40,20
"976","Lonchura fringilloides","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",16.8,0,0,0,70,30,0,0,0,"PlantSeed",10,0,0,0,0,0,0,20,50,20
"977","Lonchura nigerrima","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",13.27,0,0,60,40,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"978","Lophornis helenae","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",2.6,0,0,0,10,10,80,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"979","Lophotriccus eulophotes","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",6,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"980","Lophotriccus galeatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",6.6,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"981","Lophotriccus pileatus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",7.47,0,0,0,0,70,30,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"982","Loxia curvirostra","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",38.29,0,0,0,0,80,20,0,0,"PlantSeed",20,0,0,0,0,0,0,0,30,50
"983","Loxia leucoptera","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",28.69,0,0,0,40,60,0,0,0,"PlantSeed",20,0,0,0,0,0,20,0,30,30
"984","Lullula arborea","Passeriformes","Passeriformes","Alaudidae","Larks",26.9,0,0,100,0,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,30,20
"985","Luscinia luscinia","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",23.8,0,0,70,30,0,0,0,0,"Invertebrate",70,0,0,0,0,0,10,0,20,0
"986","Luscinia megarhynchos","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",19.6,0,0,70,30,0,0,0,0,"Invertebrate",70,0,0,0,0,0,20,0,10,0
"987","Luscinia svecica","Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",17.23,0,0,50,50,0,0,0,0,"Invertebrate",60,0,10,0,0,0,20,0,10,0
"988","Lybius leucocephalus","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",62.79,0,0,10,0,20,70,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"989","Lybius torquatus","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",51.7,0,0,0,30,50,20,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"990","Lybius vieilloti","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",36,0,0,25,25,25,25,0,0,"FruiNect",40,0,0,0,0,0,60,0,0,0
"991","Machaerirhynchus flaviventer","Passeriformes","Passeriformes","Machaerirhynchidae","Boatbills",10.32,0,0,0,20,60,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"992","Machaeropterus pyrocephalus","Passeriformes","Passeriformes","Pipridae","Manakins",9.49,0,0,0,50,50,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"993","Machaeropterus regulus","Passeriformes","Passeriformes","Pipridae","Manakins",9.34,0,0,0,50,50,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"994","Mackenziaena severa","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",51.8,0,0,30,40,30,0,0,0,"Invertebrate",60,20,20,0,0,0,0,0,0,0
"995","Macronyx croceus","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",47.1,0,0,80,20,0,0,0,0,"Invertebrate",90,0,0,0,0,0,0,0,0,10
"996","Macropsalis forcipata","Nonpasseriformes","Caprimulgiformes","Caprimulgidae","Nightjars",139,0,0,0,20,70,10,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"997","Macropygia amboinensis","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",237,0,0,33,33,33,0,0,0,"Omnivore",0,0,0,0,0,0,50,0,50,0
"998","Macropygia mackinlayi","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",85.85,0,0,20,0,80,0,0,0,"PlantSeed",0,0,0,0,0,0,40,0,40,20
"999","Macropygia phasianella","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",237,0,0,0,33,33,33,0,0,"Omnivore",0,0,0,0,0,0,50,0,50,0
"1000","Malaconotus blanchoti","Passeriformes","Passeriformes","Malaconotidae","Helmetshrikes, bushshrikes and puffbacks",78.7,0,0,10,20,40,30,0,0,"VertFishScav",40,30,30,0,0,0,0,0,0,0
"1001","Malacoptila fulvogularis","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",57.4,0,0,0,50,50,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1002","Malacoptila fusca","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",45.4,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1003","Malacoptila panamensis","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",42.6,0,0,33,33,33,0,0,0,"Invertebrate",70,0,30,0,0,0,0,0,0,0
"1004","Malacoptila rufa","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",47.52,0,0,0,100,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1005","Malacoptila semicincta","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",44,0,0,30,40,30,0,0,0,"Invertebrate",90,0,10,0,0,0,0,0,0,0
"1006","Malacoptila striata","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",44.1,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1007","Malurus cyaneus","Passeriformes","Passeriformes","Maluridae","Australasian wrens",10.33,0,0,50,50,0,0,0,0,"Invertebrate",80,0,0,0,0,0,10,0,10,0
"1008","Malurus lamberti","Passeriformes","Passeriformes","Maluridae","Australasian wrens",8.04,0,0,0,100,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1009","Malurus melanocephalus","Passeriformes","Passeriformes","Maluridae","Australasian wrens",7.9,0,0,70,30,0,0,0,0,"Invertebrate",90,0,0,0,0,0,0,0,10,0
"1010","Manacus candei","Passeriformes","Passeriformes","Pipridae","Manakins",19.82,0,0,0,50,50,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1011","Manacus manacus","Passeriformes","Passeriformes","Pipridae","Manakins",16.7,0,0,0,80,20,0,0,0,"FruiNect",10,0,0,0,0,0,90,0,0,0
"1012","Mandingoa nitidula","Passeriformes","Passeriformes","Estrildidae","Waxbills, grass finches, munias and allies",9.6,0,0,50,50,0,0,0,0,"PlantSeed",20,0,0,0,0,0,0,0,50,30
"1013","Manorina melanocephala","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",60.22,0,0,40,20,20,20,0,0,"Omnivore",40,0,10,0,0,0,10,30,10,0
"1014","Margarornis squamiger","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",17.3,0,0,0,0,50,50,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1015","Mecocerculus stictopterus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",9.4,0,0,0,0,50,50,0,0,"Invertebrate",90,0,0,0,0,0,10,0,0,0
"1016","Megaceryle maxima","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",325,80,10,10,0,0,0,0,0,"VertFishScav",30,0,10,60,0,0,0,0,0,0
"1017","Megaceryle torquata","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",317,90,0,10,0,0,0,0,0,"VertFishScav",20,0,20,60,0,0,0,0,0,0
"1018","Megalaima henricii","Nonpasseriformes","Piciformes","Ramphastidae","Toucans and barbets",74.1,0,0,0,0,20,80,0,0,"FruiNect",0,0,0,0,0,0,100,0,0,0
"1019","Megapodius reinwardt","Nonpasseriformes","Galliformes","Megapodiidae","Megapodes",875.81,0,0,100,0,0,0,0,0,"PlantSeed",30,0,0,0,0,0,0,0,0,70
"1020","Megarynchus pitangua","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",69.91,0,0,0,10,50,40,0,0,"Invertebrate",70,0,0,0,10,0,10,0,10,0
"1021","Megascops choliba","Nonpasseriformes","Strigiformes","Strigidae","Owls",132,0,0,40,50,0,0,10,0,"Invertebrate",90,0,0,0,10,0,0,0,0,0
"1022","Megascops ingens","Nonpasseriformes","Strigiformes","Strigidae","Owls",165.32,0,0,0,0,50,50,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1023","Megascops watsonii","Nonpasseriformes","Strigiformes","Strigidae","Owls",129,0,0,20,50,30,0,0,0,"Invertebrate",90,0,0,0,10,0,0,0,0,0
"1024","Megastictus margaritatus","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",20.2,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1025","Megaxenops parnaguae","Passeriformes","Passeriformes","Furnariidae","Ovenbirds",25,0,0,0,0,100,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1026","Melanerpes cactorum","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",34.94,0,0,0,0,50,50,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1027","Melanerpes carolinus","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",69.5,0,0,0,0,20,60,20,0,"Omnivore",30,10,10,0,0,0,20,10,20,0
"1028","Melanerpes cruentatus","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",58.1,0,0,0,0,20,80,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1029","Melanerpes formicivorus","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",79.62,0,0,0,0,40,60,0,0,"PlantSeed",20,0,0,0,0,0,10,10,60,0
"1030","Melanocharis nigra","Passeriformes","Passeriformes","Melanocharitidae","Berrypeckers",14.16,0,0,0,40,50,10,0,0,"FruiNect",30,0,0,0,0,0,70,0,0,0
"1031","Melanodryas cucullata","Passeriformes","Passeriformes","Petroicidae","Australasian robins",21.1,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,20,0
"1032","Melanopareia torquata","Passeriformes","Passeriformes","Rhinocryptidae","Tapaculos",17.2,0,0,60,40,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1033","Melidectes belfordi","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",73.14,0,0,0,0,20,80,0,0,"Invertebrate",60,0,0,0,0,0,20,20,0,0
"1034","Melidora macrorrhina","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",97,0,0,90,10,0,0,0,0,"Invertebrate",60,0,40,0,0,0,0,0,0,0
"1035","Melierax gabar","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",169.55,0,0,0,0,33,33,33,0,"VertFishScav",10,80,10,0,0,0,0,0,0,0
"1036","Melilestes megarhynchus","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",43.76,0,0,0,30,70,0,0,0,"Omnivore",40,0,20,0,0,0,10,30,0,0
"1037","Meliphaga analoga","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",21.57,0,0,0,0,70,30,0,0,"Omnivore",30,0,0,0,0,0,30,20,20,0
"1038","Meliphaga aruensis","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",26.2,0,0,0,70,30,0,0,0,"FruiNect",30,0,0,0,0,0,40,20,10,0
"1039","Meliphaga gracilis","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",14.98,0,0,0,20,40,40,0,0,"FruiNect",40,0,0,0,0,0,30,30,0,0
"1040","Meliphaga lewinii","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",33.58,0,0,0,20,40,40,0,0,"FruiNect",20,0,0,0,0,0,50,30,0,0
"1041","Meliphaga notata","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",26.44,0,0,0,20,60,20,0,0,"Omnivore",30,0,0,0,0,0,30,20,20,0
"1042","Melipotes fumigatus","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",58.6,0,0,0,0,80,20,0,0,"FruiNect",20,0,0,0,0,0,70,0,0,10
"1043","Melithreptus albogularis","Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",11.03,0,0,0,0,30,70,0,0,"Invertebrate",70,0,0,0,0,0,0,30,0,0
"1044","Melocichla mentalis","Passeriformes","Passeriformes","Sylviidae","Old World warblers",33.2,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1045","Melopsittacus undulatus","Nonpasseriformes","Psittaciformes","Psittacidae","Parrots",28.99,0,0,60,40,0,0,0,0,"PlantSeed",0,0,0,0,0,0,0,0,100,0
"1046","Melospiza georgiana","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",16.1,0,0,100,0,0,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"1047","Melospiza lincolnii","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",16.6,0,0,100,0,0,0,0,0,"Omnivore",50,0,0,0,0,0,0,0,50,0
"1048","Melospiza melodia","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",21.91,0,0,70,30,0,0,0,0,"Omnivore",40,0,0,0,0,0,30,0,30,0
"1049","Merops apiaster","Nonpasseriformes","Coraciiformes","Meropidae","Bee-eaters",56.6,0,0,0,40,60,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1050","Merops boehmi","Nonpasseriformes","Coraciiformes","Meropidae","Bee-eaters",16.6,0,0,0,90,10,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1051","Merops gularis","Nonpasseriformes","Coraciiformes","Meropidae","Bee-eaters",27.3,0,0,0,40,50,0,10,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1052","Merops oreobates","Nonpasseriformes","Coraciiformes","Meropidae","Bee-eaters",23.96,0,0,0,30,70,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1053","Merops pusillus","Nonpasseriformes","Coraciiformes","Meropidae","Bee-eaters",15.1,0,0,0,60,20,20,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1054","Merops superciliosus","Nonpasseriformes","Coraciiformes","Meropidae","Bee-eaters",38.5,0,0,0,40,50,0,10,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1055","Mesembrinibis cayennensis","Nonpasseriformes","Pelecaniformes","Threskiornithidae","Ibises and spoonbills",756,0,40,60,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,0,0,0,20
"1056","Mesopicos elliotii","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",37.2,0,0,0,33,33,33,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1057","Mesopicos goertae","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",44.48,0,0,0,0,100,0,0,0,"Invertebrate",90,0,0,0,0,0,0,0,10,0
"1058","Metallura tyrianthina","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",3.8,0,0,0,10,60,30,0,0,"FruiNect",10,0,0,0,0,0,0,90,0,0
"1059","Metriopelia aymara","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",61.8,0,0,100,0,0,0,0,0,"FruiNect",10,0,0,0,0,0,60,0,20,10
"1060","Metriopelia ceciliae","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",55.1,0,0,100,0,0,0,0,0,"FruiNect",10,0,0,0,0,0,60,0,20,10
"1061","Metriopelia melanoptera","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",100,0,0,100,0,0,0,0,0,"FruiNect",10,0,0,0,0,0,60,0,20,10
"1062","Micrastur gilvicollis","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",209,0,0,10,50,40,0,0,0,"VertFishScav",40,20,40,0,0,0,0,0,0,0
"1063","Micrastur mintoni","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",209.5,0,0,0,100,0,0,0,0,"VertFishScav",50,0,0,0,50,0,0,0,0,0
"1064","Micrastur ruficollis","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",177.64,0,0,40,30,30,0,0,0,"VertFishScav",0,20,80,0,0,0,0,0,0,0
"1065","Micrastur semitorquatus","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",621.68,0,0,50,30,20,0,0,0,"VertFishScav",0,80,20,0,0,0,0,0,0,0
"1066","Micrathene whitneyi","Nonpasseriformes","Strigiformes","Strigidae","Owls",41,0,0,40,40,20,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1067","Microbates cinereiventris","Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",11.9,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1068","Microbates collaris","Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",10.2,0,0,80,20,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1069","Microcerculus bambla","Passeriformes","Passeriformes","Troglodytidae","Wrens",19.1,0,0,50,50,0,0,0,0,"Invertebrate",80,0,20,0,0,0,0,0,0,0
"1070","Microcerculus marginatus","Passeriformes","Passeriformes","Troglodytidae","Wrens",18.22,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1071","Microcerculus philomela","Passeriformes","Passeriformes","Troglodytidae","Wrens",17.78,0,0,50,50,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1072","Micromonacha lanceolata","Nonpasseriformes","Piciformes","Bucconidae","Puffbirds",19.8,0,0,33,33,33,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1073","Microrhopias quixensis","Passeriformes","Passeriformes","Thamnophilidae","Antbirds",7.9,0,0,0,20,80,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1074","Miliaria calandra","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",48.5,0,0,90,10,0,0,0,0,"PlantSeed",30,0,0,0,0,0,0,0,50,20
"1075","Milvus migrans","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",734.1,0,20,60,0,0,0,20,0,"VertFishScav",0,10,10,10,0,70,0,0,0,0
"1076","Mimus patagonicus","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",57.8,0,0,100,0,0,0,0,0,"Invertebrate",80,0,0,0,0,0,20,0,0,0
"1077","Mimus polyglottos","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",48.5,0,0,70,30,0,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1078","Mimus saturninus","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",63.7,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1079","Mimus triurus","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",47.2,0,0,100,0,0,0,0,0,"Invertebrate",100,0,0,0,0,0,0,0,0,0
"1080","Mionectes macconnelli","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",13.5,0,0,0,20,80,0,0,0,"Invertebrate",70,0,0,0,0,0,30,0,0,0
"1081","Mionectes oleagineus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",11.17,0,0,0,50,50,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1082","Mionectes olivaceus","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",15.31,0,0,0,100,0,0,0,0,"FruiNect",20,0,0,0,0,0,80,0,0,0
"1083","Mionectes rufiventris","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",13.3,0,0,0,10,90,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
"1084","Mionectes striaticollis","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",15,0,0,0,40,60,0,0,0,"Omnivore",50,0,0,0,0,0,50,0,0,0
